ID,Book,Authors,Subjects,Bookshelves
2042,Something New,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",Humorous stories; Nobility -- Fiction; Blandings Castle (England : Imaginary place) -- Fiction; Shropshire (England) -- Fiction,Best Books Ever Listings
2042,Something New,"Wodehouse, P. G. (Pelham Grenville), 1881-1975",Humorous stories; Nobility -- Fiction; Blandings Castle (England : Imaginary place) -- Fiction; Shropshire (England) -- Fiction,Humor
2043,The Lock and Key Library: The most interesting stories of all nations: American,"Bierce, Ambrose, 1842-1914? [Contributor]; Brown, Charles Brockden, 1771-1810 [Contributor]; Crawford, F. Marion (Francis Marion), 1854-1909 [Contributor]; Freeman, Mary Eleanor Wilkins, 1852-1930 [Contributor]; Hawthorne, Nathaniel, 1804-1864 [Contributor]; Irving, Washington, 1783-1859 [Contributor]; O'Brien, Fitz James, 1828-1862 [Contributor]; Poe, Edgar Allan, 1809-1849 [Contributor]; Post, Melville Davisson, 1869-1930 [Contributor]; Hawthorne, Julian, 1846-1934 [Editor]","Detective and mystery stories; Short stories, American",Short Stories
2044,The Education of Henry Adams,"Adams, Henry, 1838-1918; Lodge, Henry Cabot, 1850-1924 [Editor]","Adams, Henry, 1838-1918; Historians -- United States -- Biography","Bestsellers, American, 1895-1923"
2046,"Clotel; Or, The President's Daughter","Brown, William Wells, 1814?-1884","Children of presidents -- Fiction; Enslaved women -- Fiction; Jefferson, Thomas, 1743-1826 -- Relations with women -- Fiction; Domestic fiction; Illegitimate children -- Fiction; African American women -- Fiction; African American families -- Fiction",African American Writers
2047,The Lock and Key Library: the Most Interesting Stories of All Nations: French Novels,"Bourget, Paul, 1852-1935 [Contributor]; Cherbuliez, Victor, 1829-1899 [Contributor]; Hawthorne, Julian, 1846-1934 [Editor]","Detective and mystery stories, French; French fiction -- Translations into English",Short Stories
2055,Two Years Before the Mast,"Dana, Richard Henry, 1815-1882; Keyes, Homer Eaton, 1875-1938 [Author of introduction, etc.]","Seafaring life; Dana, Richard Henry, 1815-1882; Voyages and travels; Sailors",Harvard Classics
2057,The Last of the Plainsmen,"Grey, Zane, 1872-1939","Western stories; Biographical fiction; Pioneers -- Fiction; Jones, Charles Jesse, 1844-1919 -- Fiction",Western
2059,The Little Shepherd of Kingdom Come,"Fox, John, Jr., 1862-1919","Historical fiction; War stories; Mountain life -- Fiction; Cumberland Mountains -- Fiction; Kentucky -- History -- Civil War, 1861-1865 -- Fiction",US Civil War
2059,The Little Shepherd of Kingdom Come,"Fox, John, Jr., 1862-1919","Historical fiction; War stories; Mountain life -- Fiction; Cumberland Mountains -- Fiction; Kentucky -- History -- Civil War, 1861-1865 -- Fiction","Bestsellers, American, 1895-1923"
2060,The History of Caliph Vathek,"Beckford, William, 1760-1844; Morley, Henry, 1822-1894 [Author of introduction, etc.]",English fiction; Gothic fiction; Arab countries -- Fiction,Fantasy
2060,The History of Caliph Vathek,"Beckford, William, 1760-1844; Morley, Henry, 1822-1894 [Author of introduction, etc.]",English fiction; Gothic fiction; Arab countries -- Fiction,Gothic Fiction
2062,"All for Love; Or, The World Well Lost: A Tragedy","Dryden, John, 1631-1700","Generals -- Rome -- Drama; Queens -- Egypt -- Drama; Antonius, Marcus, 83 B.C.?-30 B.C. -- Drama; Cleopatra, Queen of Egypt, -30 B.C. -- Drama; Tragedies; Romans -- Egypt -- Drama; Egypt -- History -- 332-30 B.C. -- Drama",Harvard Classics
2063,The Trail of the White Mule,"Bower, B. M., 1871-1940","Western stories; Distilling, Illicit -- Fiction; California -- Fiction; Ryan, Casey (Fictitious character) -- Fiction",Western
2064,A Journey to the Western Islands of Scotland,"Johnson, Samuel, 1709-1784","Scotland -- Description and travel -- Early works to 1800; Johnson, Samuel, 1709-1784 -- Travel -- Scotland -- Hebrides; Boswell, James, 1740-1795 -- Travel -- Scotland -- Hebrides; Hebrides (Scotland) -- Description and travel -- Early works to 1800",United Kingdom
2066,Wildfire,"Grey, Zane, 1872-1939",Utah -- Fiction; Wild horses -- Fiction,Western
2066,Wildfire,"Grey, Zane, 1872-1939",Utah -- Fiction; Wild horses -- Fiction,"Bestsellers, American, 1895-1923"
2069,The Religion of Babylonia and Assyria,"Pinches, Theophilus G. (Theophilus Goldridge), 1856-1934",Assyro-Babylonian religion,Paganism
2070,To the Last Man,"Grey, Zane, 1872-1939",Historical fiction; Western stories; Love stories; Illegitimate children -- Fiction; Arizona -- Fiction; Cattle stealing -- Fiction; Vendetta -- Fiction,Western
2070,To the Last Man,"Grey, Zane, 1872-1939",Historical fiction; Western stories; Love stories; Illegitimate children -- Fiction; Arizona -- Fiction; Cattle stealing -- Fiction; Vendetta -- Fiction,"Bestsellers, American, 1895-1923"
2071,Stories by English Authors: Germany (Selected by Scribners),"Black, William, 1841-1898 [Contributor]; Harraden, Beatrice, 1864-1936 [Contributor]; Ouida, 1839-1908 [Contributor]; Stevenson, Robert Louis, 1850-1894 [Contributor]; Winter, John Strange, 1856-1911 [Contributor]","Short stories, English",Short Stories
2071,Stories by English Authors: Germany (Selected by Scribners),"Black, William, 1841-1898 [Contributor]; Harraden, Beatrice, 1864-1936 [Contributor]; Ouida, 1839-1908 [Contributor]; Stevenson, Robert Louis, 1850-1894 [Contributor]; Winter, John Strange, 1856-1911 [Contributor]","Short stories, English",Germany
2078,Thais,"France, Anatole, 1844-1924; Douglas, Robert B. (Robert Bruce), 1848- [Translator]","Egypt -- Fiction; Christianity, Conversion to -- Fiction; Courtesans -- Fiction; Hermits -- Fiction; Christian women saints -- Fiction",Opera
2079,From the Memoirs of a Minister of France,"Weyman, Stanley John, 1855-1928","Biographical fiction; Henry IV, King of France, 1553-1610 -- Fiction; France -- Kings and rulers -- Fiction",Historical Fiction
2082,"Memoirs of the Comtesse Du Barry
With Minute Details of Her Entire Career as Favorite of Louis XV","Lamothe-Langon, Etienne-Léon, baron de, 1786-1864","Du Barry, Jeanne Bécu, comtesse, 1743-1793",Biographies
2089,On the Reception of the 'Origin of Species',"Huxley, Thomas Henry, 1825-1895","Evolution (Biology); Darwin, Charles, 1809-1882. On the origin of species",Biology
2095,Clotelle: A Tale of the Southern States,"Brown, William Wells, 1814?-1884",Enslaved women -- Fiction; Domestic fiction; Illegitimate children -- Fiction; African American women -- Fiction; African American families -- Fiction,African American Writers
2096,A Smaller History of Greece: from the Earliest Times to the Roman Conquest,"Smith, William, 1813-1893",Greece -- History -- To 146 B.C.,Greece
2097,The Sign of the Four,"Doyle, Arthur Conan, 1859-1930","Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction; Detective and mystery stories",Detective Fiction
2098,A Thief in the Night: A Book of Raffles' Adventures,"Hornung, E. W. (Ernest William), 1866-1921",Raffles (Fictitious character) -- Fiction; Criminals -- England -- Fiction,Crime Fiction
2099,A History of the Moravian Church,"Hutton, J. E. (Joseph Edmund), 1868-",Moravian Church -- History,Christianity
2124,"A Record of Buddhistic Kingdoms
Being an account by the Chinese monk Fa-hsien of travels in India and Ceylon (A.D. 399-414) in search of the Buddhist books of discipline","Faxian, 337?-422?; Legge, James, 1815-1897 [Translator]",Buddhist pilgrims and pilgrimages -- India -- Early works to 1800; Buddhism -- Early works to 1800; Asia -- Description and travel -- Early works to 1800,India
2124,"A Record of Buddhistic Kingdoms
Being an account by the Chinese monk Fa-hsien of travels in India and Ceylon (A.D. 399-414) in search of the Buddhist books of discipline","Faxian, 337?-422?; Legge, James, 1815-1897 [Translator]",Buddhist pilgrims and pilgrimages -- India -- Early works to 1800; Buddhism -- Early works to 1800; Asia -- Description and travel -- Early works to 1800,Buddhism
2126,The Quest of the Sacred Slipper,"Rohmer, Sax, 1883-1959",Detective and mystery stories; London (England) -- Fiction; Murder -- Fiction; Assassins -- Fiction; Relics -- Fiction,Crime Fiction
2128,"Narratives of New Netherland, 1609-1664","Jameson, J. Franklin (John Franklin), 1859-1937 [Editor]","New York (State) -- History -- Colonial period, ca. 1600-1775 -- Sources",United States
2130,Utopia,"More, Thomas, Saint, 1478-1535; Morley, Henry, 1822-1894 [Editor]",Utopias -- Early works to 1800,Harvard Classics
2130,Utopia,"More, Thomas, Saint, 1478-1535; Morley, Henry, 1822-1894 [Editor]",Utopias -- Early works to 1800,Politics
2131,An Account of Egypt,"Herodotus, 481? BCE-421? BCE; Macaulay, G. C. (George Campbell), 1852-1915 [Translator]",Egypt -- History -- To 332 B.C.,Egypt
2135,Stories by English Authors: London (Selected by Scribners),"Anstey, F., 1856-1934 [Contributor]; Barrie, J. M. (James Matthew), 1860-1937 [Contributor]; Corelli, Marie, 1855-1924 [Contributor]; Harraden, Beatrice, 1864-1936 [Contributor]; Morrison, Arthur, 1863-1945 [Contributor]; Quiller-Couch, Arthur, 1863-1944 [Contributor]; Zangwill, Israel, 1864-1926 [Contributor]","London (England) -- Fiction; Short stories, English",Short Stories
2137,"Rosamund, Queen of the Lombards: A Tragedy","Swinburne, Algernon Charles, 1837-1909",English drama; Tragedies,Banned Books from Anne Haight's list
2138,The Day's Work - Part 1,"Kipling, Rudyard, 1865-1936","Manners and customs -- Fiction; Short stories, English","Bestsellers, American, 1895-1923"
2145,Ben-Hur: A tale of the Christ,"Wallace, Lew, 1827-1905","Historical fiction; Jesus Christ -- Fiction; Christian fiction; Rome -- History -- Tiberius, 14-37 -- Fiction; Tiberius, Emperor of Rome 42 B.C.-37 A.D. -- Fiction; Bible. New Testament -- History of Biblical events -- Fiction",Historical Fiction
2145,Ben-Hur: A tale of the Christ,"Wallace, Lew, 1827-1905","Historical fiction; Jesus Christ -- Fiction; Christian fiction; Rome -- History -- Tiberius, 14-37 -- Fiction; Tiberius, Emperor of Rome 42 B.C.-37 A.D. -- Fiction; Bible. New Testament -- History of Biblical events -- Fiction",Movie Books
2147,The Works of Edgar Allan Poe — Volume 1,"Poe, Edgar Allan, 1809-1849; Lowell, James Russell, 1819-1891 [Contributor]; Willis, Nathaniel Parker, 1806-1867 [Contributor]","Fantasy fiction; Horror tales, American; American fiction -- 19th century; Poe, Edgar Allan, 1809-1849",Detective Fiction
2147,The Works of Edgar Allan Poe — Volume 1,"Poe, Edgar Allan, 1809-1849; Lowell, James Russell, 1819-1891 [Contributor]; Willis, Nathaniel Parker, 1806-1867 [Contributor]","Fantasy fiction; Horror tales, American; American fiction -- 19th century; Poe, Edgar Allan, 1809-1849",Horror
2147,The Works of Edgar Allan Poe — Volume 1,"Poe, Edgar Allan, 1809-1849; Lowell, James Russell, 1819-1891 [Contributor]; Willis, Nathaniel Parker, 1806-1867 [Contributor]","Fantasy fiction; Horror tales, American; American fiction -- 19th century; Poe, Edgar Allan, 1809-1849",Mystery Fiction
2148,The Works of Edgar Allan Poe — Volume 2,"Poe, Edgar Allan, 1809-1849","Short stories; Fantasy fiction; Horror tales, American; American fiction -- 19th century",Detective Fiction
2148,The Works of Edgar Allan Poe — Volume 2,"Poe, Edgar Allan, 1809-1849","Short stories; Fantasy fiction; Horror tales, American; American fiction -- 19th century",Horror
2148,The Works of Edgar Allan Poe — Volume 2,"Poe, Edgar Allan, 1809-1849","Short stories; Fantasy fiction; Horror tales, American; American fiction -- 19th century",Gothic Fiction
2148,The Works of Edgar Allan Poe — Volume 2,"Poe, Edgar Allan, 1809-1849","Short stories; Fantasy fiction; Horror tales, American; American fiction -- 19th century",Mystery Fiction
2149,The Works of Edgar Allan Poe — Volume 3,"Poe, Edgar Allan, 1809-1849","Fantasy fiction; Horror tales, American; American fiction -- 19th century",Horror
2149,The Works of Edgar Allan Poe — Volume 3,"Poe, Edgar Allan, 1809-1849","Fantasy fiction; Horror tales, American; American fiction -- 19th century",Mystery Fiction
2150,The Works of Edgar Allan Poe — Volume 4,"Poe, Edgar Allan, 1809-1849","Short stories; Fantasy fiction; Horror tales, American; American fiction -- 19th century",Horror
2150,The Works of Edgar Allan Poe — Volume 4,"Poe, Edgar Allan, 1809-1849","Short stories; Fantasy fiction; Horror tales, American; American fiction -- 19th century",Mystery Fiction
2151,The Works of Edgar Allan Poe — Volume 5,"Poe, Edgar Allan, 1809-1849","Fantasy fiction; American poetry; Horror tales, American; American fiction -- 19th century",Horror
2151,The Works of Edgar Allan Poe — Volume 5,"Poe, Edgar Allan, 1809-1849","Fantasy fiction; American poetry; Horror tales, American; American fiction -- 19th century",Mystery Fiction
2157,Female Suffrage: A Letter to the Christian Women of America,"Cooper, Susan Fenimore, 1813-1894",Women's rights -- United States; Women -- Suffrage -- United States -- History -- 19th century; Women -- Suffrage -- United States -- History -- 19th century -- Sources; Christian women -- Conduct of life; Women -- United States -- History,Suffrage
2160,The Expedition of Humphry Clinker,"Smollett, T. (Tobias), 1721-1771",Epistolary fiction; Travelers -- Fiction; Great Britain -- Fiction,Best Books Ever Listings
2160,The Expedition of Humphry Clinker,"Smollett, T. (Tobias), 1721-1771",Epistolary fiction; Travelers -- Fiction; Great Britain -- Fiction,Historical Fiction
2162,Anarchism and Other Essays,"Goldman, Emma, 1869-1940; Havel, Hippolyte, 1871-1950 [Contributor]",Feminism; Women -- Social and moral questions; Anarchism,Suffrage
2162,Anarchism and Other Essays,"Goldman, Emma, 1869-1940; Havel, Hippolyte, 1871-1950 [Contributor]",Feminism; Women -- Social and moral questions; Anarchism,Anarchism
2162,Anarchism and Other Essays,"Goldman, Emma, 1869-1940; Havel, Hippolyte, 1871-1950 [Contributor]",Feminism; Women -- Social and moral questions; Anarchism,Politics
2162,Anarchism and Other Essays,"Goldman, Emma, 1869-1940; Havel, Hippolyte, 1871-1950 [Contributor]",Feminism; Women -- Social and moral questions; Anarchism,Atheism
2166,King Solomon's Mines,"Haggard, H. Rider (Henry Rider), 1856-1925","Africa -- Fiction; Missing persons -- Fiction; Adventure stories; Treasure troves -- Fiction; Hunting guides -- Fiction; Diamond mines and mining -- Fiction; Quatermain, Allan (Fictitious character) -- Fiction",Adventure
2166,King Solomon's Mines,"Haggard, H. Rider (Henry Rider), 1856-1925","Africa -- Fiction; Missing persons -- Fiction; Adventure stories; Treasure troves -- Fiction; Hunting guides -- Fiction; Diamond mines and mining -- Fiction; Quatermain, Allan (Fictitious character) -- Fiction",Best Books Ever Listings
2166,King Solomon's Mines,"Haggard, H. Rider (Henry Rider), 1856-1925","Africa -- Fiction; Missing persons -- Fiction; Adventure stories; Treasure troves -- Fiction; Hunting guides -- Fiction; Diamond mines and mining -- Fiction; Quatermain, Allan (Fictitious character) -- Fiction",Movie Books
2176,Seven Discourses on Art,"Reynolds, Joshua, Sir, 1723-1792; Morley, Henry, 1822-1894 [Editor]",Art,Art
2178,By Shore and Sedge,"Harte, Bret, 1836-1902",American fiction -- 19th century; Manners and customs -- Fiction,Contemporary Reviews
2183,Three men on the bummel,"Jerome, Jerome K. (Jerome Klapka), 1859-1927",Humorous stories; British -- Germany -- Fiction; Black Forest (Germany) -- Fiction; Bicycle touring -- Fiction,Humor
2191,"Boy Scouts in Mexico; Or, On Guard with Uncle Sam","Ralphson, G. Harvey (George Harvey), 1879-1940",Boy Scouts of America -- Juvenile fiction; Mexico -- Juvenile fiction,Children's Book Series
